Company Name,Job Title,Average Salary,Industry,Location,Min Salary,Max Salary
"I.T. Solutions, Inc.",Data Integrity Analyst,66.0,IT Services,"Foster City, CA",46,86
Diverse Lynx,"Business data analyst - SFO , CA",66.0,IT Services,"San Francisco, CA",46,86
Diverse Lynx,Business Data Analyst WITH Data Standards and Migration,66.0,IT Services,"San Francisco, CA",46,86
QuinStreet,Senior Data Analyst,66.0,Advertising & Marketing,"San Mateo, CA",46,86
Alliance IT,BI Data Analyst / Business Analyst,66.0,IT Services,"San Ramon, CA",46,86
LiveCareer,Senior Product Data Analyst,66.0,Internet,"San Francisco, CA",46,86
Square Trade,"Senior Business Data Analyst, Growth Strategy",66.0,Insurance Carriers,"San Francisco, CA",46,86
BOLD,Senior Product Data Analyst,66.0,Internet,"San Francisco, CA",46,86
"Staffigo Technical Services, LLC",Data Analyst Junior,66.0,IT Services,"San Francisco, CA",46,86
"Next Level Business Services, Inc.","Job Opportunity with Cognizant for Data Analyst at SFO ,CA (NO OPT & NO CPT)",66.0,IT Services,"San Francisco, CA",46,86
The Armada Group,Senior Data Analyst,66.0,IT Services,"San Francisco, CA",46,86
GoAhead Solutions,Sr Data Analyst,66.0,IT Services,"San Francisco, CA",46,86
addastaff,Senior Business and Data Analyst,66.0,Staffing & Outsourcing,"San Francisco, CA",46,86
Abacus Service Corporation,Data Analyst - Int,60.5,Staffing & Outsourcing,"Oakland, CA",47,74
Franklin Templeton Investments,Senior Financial Systems Analyst / Business Intelligence Data Modeler,60.5,Investment Banking & Asset Management,"San Mateo, CA",47,74
Sutter Health System,Enrollment & Student Services Data & Systems Operations Analyst,60.5,Health Care Services & Hospitals,"Oakland, CA",47,74
Chime,"Lead Data Analyst, Product",60.5,Banks & Credit Unions,"San Francisco, CA",47,74
Parker Institute for Cancer Immunotherapy,Biological Data Analyst,60.5,Health Fundraising Organizations,"San Francisco, CA",47,74
Incedo Inc,BI Data Analyst - Tibco & Spotfire,60.5,IT Services,"South San Francisco, CA",47,74
"I.T. Solutions, Inc.",Data Analyst - Life Sciences,60.5,IT Services,"Foster City, CA",47,74
Ascent,Sr. Data Analyst( Healthcare),60.5,Staffing & Outsourcing,"Alameda, CA",47,74
"Impaq International, Llc",Senior Data Analyst - Health Care Innovation,60.5,Consulting,"Oakland, CA",47,74
"Central Business Solutions, Inc",Technical Business Analyst with SQL Data Specialist,60.5,Consulting,"Walnut Creek, CA",47,74
Wells Fargo,Lead Data Engineer (Capital Markets Business Analyst 2),60.5,Banks & Credit Unions,"San Francisco, CA",47,74
Acumen,Data and Policy Analyst - Writer/Coordinator,60.5,Federal Agencies,"Burlingame, CA",47,74
Saama Technologies Inc,Master Data Management (MDM) - Business Systems Analyst,60.5,Biotech & Pharmaceuticals,"South San Francisco, CA",47,74
Epikso,"Sr. BI Data Analyst (with Spotfire Exp & Bio/Pharma/Clinical Industry)-South San Francisco, California (W2)",60.5,Research & Development,"South San Francisco, CA",47,74
The Ascent Services Group,Senior SAS Data Analyst,60.5,Staffing & Outsourcing,"San Ramon, CA",47,74
The Accuro Group,Lead Data Analyst,60.5,Staffing & Outsourcing,"San Francisco, CA",47,74
City and County of San Francisco,Cybersecurity Analyst (Payment Card Industry Data Security Standards (PCI-DSS)),60.5,Federal Agencies,"San Francisco, CA",47,74
Epikso Inc,Business Analyst with Data Loss Prevention (DLP) Concepts,60.5,Research & Development,"Foster City, CA",47,74
Central Garden & Pet Company,"Sr. Analyst, Financial Data and Reporting",60.5,Consumer Products Manufacturing,"Walnut Creek, CA",47,74
Ascent,Business Analyst II (Scientific Business Analyst PreClinical Data),60.5,Staffing & Outsourcing,"South San Francisco, CA",47,74
The Ascent Services Group,Sr. Process Analyst - Data Privacy Project,60.5,Staffing & Outsourcing,"San Rafael, CA",47,74
APN Software Services Inc.,Data Analyst-IT II,60.5,Computer Hardware & Software,"Redwood City, CA",47,74
Concept Software & Services Inc,Sr. Data Analysts (Banking Domain),60.5,Consulting,"San Francisco, CA",47,74
Allied Solutions,Data Analyst,47.5,Insurance Agencies & Brokerages,"Carmel, IN",34,61
Navient,Healthcare Data Analyst,47.5,Financial Transaction Processing,"Indianapolis, IN",34,61
Briljent,Data Analyst,47.5,Consulting,"Indianapolis, IN",34,61
Upper Hand,"Data Analyst, Predictive Analytics",47.5,Enterprise Software & Network Solutions,"Indianapolis, IN",34,61
Vespa Group LLC,Healthcare Data Analyst,47.5,Casual Restaurants,"Indianapolis, IN",34,61
Lilt,Data Analyst,47.5,Internet,"Indianapolis, IN",34,61
BCforward,Data Analyst,47.5,IT Services,"Indianapolis, IN",34,61
"Staffigo Technical Services, LLC",Junior Data Analyst,47.5,IT Services,"Indianapolis, IN",34,61
"Alpha Rae Personnel, Inc.",COVID-19 Data Analyst,47.5,Staffing & Outsourcing,"Indianapolis, IN",34,61
The Fountain Group,Business Data Analyst,47.5,Staffing & Outsourcing,"Indianapolis, IN",34,61
Swoon,IT Data Analyst (Power BI),47.5,Staffing & Outsourcing,"Indianapolis, IN",34,61
"Staffigo Technical Services, LLC",Data Analyst,47.5,IT Services,"Indianapolis, IN",34,61
Keywords Studios,Local Data Analyst - Clinical,47.5,IT Services,"Indianapolis, IN",34,61
Kuehne + Nagel,Quality Data Analyst,47.5,Logistics & Supply Chain,"Whitestown, IN",34,61
CYNET SYSTEMS,Senior Data Analyst,47.5,IT Services,"Indianapolis, IN",34,61
Health & Hospital Corporation,Ending The HIV Epidemic Data Analyst,47.5,Health Care Services & Hospitals,"Indianapolis, IN",34,61
Heartland Payment Systems,Senior Data Analyst,47.5,Financial Transaction Processing,"Jeffersonville, IN",34,61
"Staffigo Technical Services, LLC",Data Analyst Junior,47.5,IT Services,"Indianapolis, IN",34,61
Franciscan Health,Sr. Healthcare Data Analyst,47.5,Health Care Services & Hospitals,"Beech Grove, IN",34,61
Vespa Group LLC,Sr Data Analyst II,47.5,Casual Restaurants,"Indianapolis, IN",34,61
Little Raymond's Print Shop,Operations/Quality Data Analyst,47.5,"Department, Clothing, & Shoe Stores","Lawrence, IN",34,61
CNO Financial Group,Sr. IT Data Analyst,47.5,Insurance Carriers,"Carmel, IN",34,61
Lionbridge,Technical Data Analyst,51.0,IT Services,"Redmond, WA",35,67
Remitly,Senior Product Data Analyst,51.0,Banks & Credit Unions,"Seattle, WA",35,67
Homesite Group,Business Data Analyst,51.0,Insurance Carriers,"Seattle, WA",35,67
Microsoft Corporation,Data Analyst,51.0,Computer Hardware & Software,"Redmond, WA",35,67
Akraya Inc.,Data Analyst,51.0,Staffing & Outsourcing,"Seattle, WA",35,67
Washington Federal,IT Data Analyst,51.0,Banks & Credit Unions,"Seattle, WA",35,67
SureCritic,Data Analyst I,51.0,Research & Development,"Seattle, WA",35,67
Costco Wholesale Corporation,Business Data Analyst - Marketing,51.0,General Merchandise & Superstores,"Issaquah, WA",35,67
TechDigital Corporation,Business/Data Analyst,51.0,Computer Hardware & Software,"Seattle, WA",35,67
Microsoft Corporation,Demand Response (DR) and Customer Success (CSM) BI and Data Analyst,51.0,Computer Hardware & Software,"Redmond, WA",35,67
Costco Wholesale Corporation,Data Development Analyst~,51.0,General Merchandise & Superstores,"Issaquah, WA",35,67
"LendingTree, LLC.",Data Analyst,51.0,Lending,"Seattle, WA",35,67
Blue Origin,Data Analyst II,51.0,Aerospace & Defense,"Kent, WA",35,67
"Staffigo Technical Services, LLC",Junior Data Analyst,51.0,IT Services,"Seattle, WA",35,67
"Resource Logistics, Inc.",Junior Data Analyst,51.0,Logistics & Supply Chain,"Redmond, WA",35,67
"Staffigo Technical Services, LLC",Data Analyst,51.0,IT Services,"Seattle, WA",35,67
Subex,Data Analyst - Revenue Assurance,51.0,Enterprise Software & Network Solutions,"Bellevue, WA",35,67
Fred Hutch,Data Standards Analyst,51.0,Social Assistance,"Seattle, WA",35,67
Synaptein Solutions Inc.,DATA ANALYST,51.0,Accounting,"Seattle, WA",35,67
Wipro Ltd.,Data Analyst,51.0,IT Services,"Redmond, WA",35,67
Intelliswift Software Inc,Business Data Analyst,51.0,Staffing & Outsourcing,"Seattle, WA",35,67
"LendingTree, LLC.",Senior Data Analyst,51.0,Lending,"Seattle, WA",35,67
Microsoft Corporation,Security Data Analyst -CTJ,78.0,Computer Hardware & Software,"Redmond, WA",55,101
Protingent,Engines Configuration and Data Management Analyst,78.0,Staffing & Outsourcing,"Kent, WA",55,101
Fred Hutch,"Data Standards Analyst in Seattle, Washington | Careers at Fred Hutchinson Cancer Research Center",78.0,Social Assistance,"Seattle, WA",55,101
eTeam Inc.,Data Analyst,78.0,Staffing & Outsourcing,"Kirkland, WA",55,101
Nintendo,Bilingual Senior Data Analyst (Japanese / English),78.0,Video Games,"Redmond, WA",55,101
eTeam Inc.,Data Analyst/Developer,78.0,Staffing & Outsourcing,"Redmond, WA",55,101
Costco Wholesale Corporation,Information Security Analyst - Data Loss Prevention,78.0,General Merchandise & Superstores,"Issaquah, WA",55,101
Zen3 Infosolutions America Inc,Data Analyst/PM (German),78.0,Computer Hardware & Software,"Redmond, WA",55,101
Microsoft Corporation,Senior Data Analyst and Applied Scientist,78.0,Computer Hardware & Software,"Redmond, WA",55,101
Akraya Inc.,Senior Data Analyst : 20,78.0,Staffing & Outsourcing,"Seattle, WA",55,101
Microsoft Corporation,Security Data Analyst -CTJ with Security Clearance,78.0,Computer Hardware & Software,"Redmond, WA",55,101
"Staffigo Technical Services, LLC",Data Analyst Junior,78.0,IT Services,"Seattle, WA",55,101
Serverlogic,Sr. Data Analyst,78.0,IT Services,"Seattle, WA",55,101
NuWest Group,Configuration/Data Management Analyst,78.0,Staffing & Outsourcing,"Kent, WA",55,101
Resource Informatics Group,Big Data Quality Analyst/Hadoop Testing analyst/ Hadoop Tester,78.0,IT Services,"Seattle, WA",55,101
W3Global,Sr MDM Data Analyst (NOT A DEVELOPER),78.0,Staffing & Outsourcing,"Seattle, WA",55,101
Xoriant Corporation,BI/Data Analyst- Configuration Lead,78.0,IT Services,"Kirkland, WA",55,101
Johns Hopkins University,Sr. Research Data Analyst,78.0,Colleges & Universities,"Seattle, WA",55,101
Protingent Staffing,Configuration and Data Management Analyst,78.0,Staffing & Outsourcing,"Renton, WA",55,101
University of Georgia,Student Data Analyst,44.0,Colleges & Universities,"Athens, GA",32,56
"Staffigo Technical Services, LLC",Junior Data Analyst,44.0,IT Services,"Athens, GA",32,56
"Staffigo Technical Services, LLC",Data Analyst,44.0,IT Services,"Athens, GA",32,56
"Staffigo Technical Services, LLC",Data Analyst Junior,44.0,IT Services,"Athens, GA",32,56
Focal Systems,Data Quality Analyst,51.5,Computer Hardware & Software,"Burlingame, KS",36,67
"Advent Global Solutions, Inc.",SAP DATA ANALYST,51.5,IT Services,"Topeka, KS",36,67
CoreSite,"Data Analyst - Denver, CO",62.0,IT Services,"Denver, CO",57,67
Autodesk,Inside Sales Data Analyst,62.0,Computer Hardware & Software,"Denver, CO",57,67
Dire Wolf Digital,Data Analyst,62.0,Computer Hardware & Software,"Denver, CO",57,67
Twilio,"Senior Data Analyst, Sales Compensation",62.0,Internet,"Denver, CO",57,67
BridgeView IT,Data Analyst,62.0,IT Services,"Denver, CO",57,67
Integrated Resources,Data Analyst,62.0,Staffing & Outsourcing,"Denver, CO",57,67
"Paramount Software Solutions, Inc",Data Analyst,62.0,IT Services,"Denver, CO",57,67
Wipro Ltd.,Data Analyst,62.0,IT Services,"Denver, CO",57,67
GDKN,Data Analyst,62.0,Staffing & Outsourcing,"Centennial, CO",57,67
Mondo,Data Analyst,62.0,Staffing & Outsourcing,"Boulder, CO",57,67
Strive Health,Reporting / Data Analyst,62.0,Health Care Services & Hospitals,"Denver, CO",57,67
Collabera,Data Support Analyst,62.0,IT Services,"Greenwood Village, Arapahoe, CO",57,67
Gloo,Marketing Data Analyst,62.0,Enterprise Software & Network Solutions,"Boulder, CO",57,67
Advent Global Solutions,Data Analyst,62.0,IT Services,"Denver, CO",57,67
Hotel Engine,Data Analyst,62.0,"Hotels, Motels, & Resorts","Denver, CO",57,67
PROLIM Global Corporation,Data Analyst,62.0,Enterprise Software & Network Solutions,"Denver, CO",57,67
"Staffigo Technical Services, LLC",Junior Data Analyst,62.0,IT Services,"Denver, CO",57,67
Xcel Energy,Vendor Master Data Associate Analyst,62.0,Utilities,"Henderson, CO",57,67
Boeing,Systems & Data Analyst,62.0,Aerospace & Defense,"Englewood, CO",57,67
Infotree Service Inc,Data Analyst...........................!,62.0,Advertising & Marketing,"Denver, CO",57,67
CitiusTech,HealthCare Data Analyst - SQL and Python,62.0,IT Services,"Denver, CO",57,67
Apex Systems,BI/Data Analyst,62.0,Staffing & Outsourcing,"Greenwood Village, Arapahoe, CO",57,67
"Staffigo Technical Services, LLC",Data Analyst,62.0,IT Services,"Denver, CO",57,67
MIRACORP,Business Data Analyst,62.0,Consulting,"Lakewood, CO",57,67
"Edison Software, Inc.",Data Analyst,62.0,Computer Hardware & Software,"Denver, CO",57,67
The Motley Fool,Soapbox Data Analyst,62.0,Internet,"Lakewood, CO",57,67
Ibotta,Senior Data Quality Analyst,70.0,Internet,"Denver, CO",49,91
TA Digital,Data Analyst,70.0,Computer Hardware & Software,"Centennial, CO",49,91
State of Colorado,DMV/DC Data Services Analyst - Analyst II,70.0,State & Regional Agencies,"Denver, CO",49,91
Collabera,Data Analyst/Data engineer/Data Management,70.0,IT Services,"Greenwood Village, Arapahoe, CO",49,91
Charles Schwab Corporation,Data Experience Analyst,70.0,Investment Banking & Asset Management,"Lone Tree, CO",49,91
"Quicksilver Scientific, Inc",Data Analyst,70.0,Health Care Products Manufacturing,"Louisville, CO",49,91
Lockheed Martin,Procurement Data Analyst,70.0,Aerospace & Defense,"Englewood, CO",49,91
Broadridge,Mutual Fund Data Analyst (JR1013810) - Contract,70.0,Financial Transaction Processing,"Denver, CO",49,91
xentity corporation,Data Science Analyst,70.0,IT Services,"Denver, CO",49,91
Kforce,Data Analyst,70.0,Staffing & Outsourcing,"Denver, CO",49,91
Government Accountability Office,GAO Analyst (Data Analysis),70.0,Federal Agencies,"Denver, CO",49,91
Century Communities,IT Data Analyst,70.0,Construction,"Greenwood Village, Arapahoe, CO",49,91
Weston Solutions,Lead Geophysical Data Analyst,70.0,Oil & Gas Services,"Lakewood, CO",49,91
Voca,Data Analyst,70.0,Staffing & Outsourcing,"Centennial, CO",49,91
RxRevu,Data Analyst- Growth Operations,70.0,Health Care Services & Hospitals,"Denver, CO",49,91
Recondo Technology,"Associate Business Analyst, Data Provisioning",70.0,Enterprise Software & Network Solutions,"Denver, CO",49,91
Y-Axis Inc,Technical Lead- I Data Analyst,70.0,Consulting,"Denver, CO",49,91
ClientSolv Technologies,Data Analyst,70.0,IT Services,"Broomfield, CO",49,91
State of Colorado,DMV/DC Data Services Analyst – Analyst II,70.0,State & Regional Agencies,"Lakewood, CO",49,91
"Avacend, Inc.",Data Security Analyst,70.0,Staffing & Outsourcing,"Denver, CO",49,91
Goldstone Partners,Marketing Data Analyst,70.0,Staffing & Outsourcing,"Boulder, CO",49,91
xentity corporation,Data Analyst,70.0,IT Services,"Denver, CO",49,91
Infotree Service Inc,Data Analyst (W2 Contract Position),70.0,Advertising & Marketing,"Englewood, CO",49,91
Legislative Branch,"{""title"":""GAO Analyst (Data Analysis)"",""extended"":{""opening_type"":null}}",70.0,State & Regional Agencies,"Denver, CO",49,91
CenturyLink,Lead HR & Data Governance Analyst,78.5,"Cable, Internet & Telephone Providers","Broomfield, CO",57,100
22nd Century Technologies,Data Base Programmer/Analyst,78.5,IT Services,"Denver, CO",57,100
"Avacend, Inc.",Data Base Programmer/Analyst,78.5,Staffing & Outsourcing,"Denver, CO",57,100
WellDyneRx LLC,Sr. Data Analyst,78.5,Health Care Services & Hospitals,"Englewood, CO",57,100
DW Simpson,Actuarial Data & Visualization Analyst,78.5,Staffing & Outsourcing,"Denver, CO",57,100
Source of Future Technology Inc,Technical Data Analyst - X,78.5,Computer Hardware & Software,"Denver, CO",57,100
Kaiser Permanente,"Data Analytics, Senior Analyst",78.5,Health Care Services & Hospitals,"Aurora, CO",57,100
Black Knight Financial Services,Financial Data Analyst,78.5,IT Services,"Lakewood, CO",57,100
"Staffigo Technical Services, LLC",Data Analyst Junior,78.5,IT Services,"Denver, CO",57,100
22nd Century Staffing,Data Security Analyst,78.5,Staffing & Outsourcing,"Denver, CO",57,100
Signature Retail Services,"Data Analyst - Aurora, IL",78.5,Home Centers & Hardware Stores,"Aurora, CO",57,100
"Mavensoft Technologies, LLC.",Data Security Analyst,78.5,IT Services,"Denver, CO",57,100
Global Healthcare Exchange,Sr Data Analyst,78.5,Enterprise Software & Network Solutions,"Louisville, CO",57,100
"Staffigo Technical Services, LLC",Data Analyst - Junior,78.5,IT Services,"Denver, CO",57,100
V.L.S. Systems,Data Base Programmer/Analyst,78.5,Consulting,"Denver, CO",57,100
TechUSA,Senior Business/Data Analyst,78.5,Staffing & Outsourcing,"Englewood, CO",57,100
Apex Systems,Application Data Analyst,78.5,Staffing & Outsourcing,"Greenwood Village, Arapahoe, CO",57,100
CenturyLink,Data Analyst-(Remote- All across US),78.5,"Cable, Internet & Telephone Providers","Broomfield, CO",57,100
GHX,Sr Data Analyst,78.5,Wholesale,"Louisville, CO",57,100
"Avacend, Inc.",Business Data Analyst III - RQS 2018,78.5,Staffing & Outsourcing,"Denver, CO",57,100
Lockheed Martin,Configuration & Data Management Analyst,78.5,Aerospace & Defense,"Littleton, CO",57,100
22nd Century Staffing,Data Base Programmer/Analyst,78.5,Staffing & Outsourcing,"Denver, CO",57,100
Telligen,Senior Health Data Analyst (SAS),78.5,Health Care Services & Hospitals,"Greenwood Village, Arapahoe, CO",57,100
ClientSolv Technologies,ColdFusion Development Data Analyst -Remote,78.5,IT Services,"Greenwood Village, Arapahoe, CO",57,100
"Amyx, Inc.",Senior Contract Data Analyst,91.0,IT Services,"Aurora, CO",78,104
"Avacend, Inc.",RQS - IHHA - 201900004460 -1s Data Security Analyst,91.0,Staffing & Outsourcing,"Denver, CO",78,104
"Avacend, Inc.",Data Security Analyst fr,91.0,Staffing & Outsourcing,"Denver, CO",78,104
"The Judge Group, Inc.",Business Systems Analyst-Data,91.0,Staffing & Outsourcing,"Centennial, CO",78,104
CenturyLink,Data Analyst-(Remote- All across,91.0,"Cable, Internet & Telephone Providers","Broomfield, CO",78,104
"Avacend, Inc.","Data Security Analyst, Sr",91.0,Staffing & Outsourcing,"Denver, CO",78,104
Forfeiture Support Associates,Data Analyst Supporting the DEA #20-242,91.0,Staffing & Outsourcing,"Centennial, CO",78,104
